subject_id,model,scalar,GM,WM,acc,caudate,thalamus,S1
AM5508,GQI,fa0,"[0.0296, 0.028293, 0.027064, 0.027212, 0.026466, 0.026758, 0.027667, 0.027872, 0.027858, 0.028375, 0.027371, 0.026462]","[0.062679, 0.059856, 0.056521, 0.056635, 0.056765, 0.057029, 0.058955, 0.058976, 0.058723, 0.0602, 0.057495, 0.055448]","[0.032911, 0.029694, 0.02824, 0.029181, 0.028044, 0.028756, 0.029715, 0.029656, 0.02873, 0.030226, 0.029271, 0.028397]","[0.036794, 0.033601, 0.031456, 0.032283, 0.031704, 0.03351, 0.035806, 0.034632, 0.033311, 0.035134, 0.034308, 0.031549]","[0.05744, 0.054925, 0.052501, 0.051426, 0.05231, 0.052095, 0.05441, 0.055026, 0.054154, 0.05585, 0.052685, 0.050054]","[0.022626, 0.021072, 0.020389, 0.020429, 0.020543, 0.020472, 0.021323, 0.021158, 0.020913, 0.021582, 0.020417, 0.019525]"
AA5325,GQI,fa0,"[0.029707, 0.027216, 0.030369, 0.027985, 0.027925, 0.030217, 0.029956, 0.03015, 0.028969, 0.028575, 0.029354, 0.027482]","[0.06568, 0.059935, 0.067674, 0.061408, 0.062129, 0.066053, 0.064872, 0.066104, 0.062965, 0.063207, 0.06367, 0.059737]","[0.036664, 0.035022, 0.038531, 0.032833, 0.033733, 0.037522, 0.037636, 0.037384, 0.03605, 0.036615, 0.035736, 0.03315]","[0.034297, 0.032374, 0.037198, 0.034224, 0.033433, 0.036124, 0.036177, 0.036909, 0.03386, 0.03788, 0.034857, 0.032415]","[0.060749, 0.054955, 0.062527, 0.056812, 0.056204, 0.060622, 0.057157, 0.057796, 0.057252, 0.055582, 0.057173, 0.053075]","[0.02365, 0.021156, 0.024881, 0.021908, 0.022773, 0.023835, 0.023299, 0.024954, 0.022667, 0.02333, 0.023127, 0.020872]"
KS5471,GQI,fa0,"[0.024587, 0.025035, 0.026382, 0.025226, 0.025797, 0.025443, 0.026786, 0.027839, 0.027729, 0.025511, 0.02386, 0.02527]","[0.056261, 0.05732, 0.060341, 0.056565, 0.058201, 0.057911, 0.060966, 0.063851, 0.063422, 0.05861, 0.054605, 0.05702]","[0.029845, 0.029547, 0.032081, 0.031644, 0.032698, 0.032288, 0.03303, 0.034305, 0.034809, 0.030835, 0.030968, 0.033217]","[0.031597, 0.031635, 0.032098, 0.030324, 0.030376, 0.030781, 0.032353, 0.035051, 0.032934, 0.031942, 0.02971, 0.030483]","[0.046883, 0.04859, 0.049105, 0.04744, 0.047673, 0.047074, 0.050764, 0.053891, 0.053039, 0.050501, 0.046043, 0.047958]","[0.018904, 0.018668, 0.020442, 0.018802, 0.019304, 0.019634, 0.020338, 0.021272, 0.021507, 0.0199, 0.018121, 0.01888]"
PER5474,GQI,fa0,"[0.034235, 0.032902, 0.033106, 0.032271, 0.031929, 0.031671, 0.033567, 0.032925, 0.031706, 0.030998, 0.030404, 0.031145]","[0.0765, 0.072894, 0.073809, 0.071426, 0.071324, 0.070704, 0.074467, 0.073198, 0.070626, 0.069283, 0.067881, 0.068449]","[0.037696, 0.037423, 0.036931, 0.03608, 0.036572, 0.036093, 0.037424, 0.037259, 0.035882, 0.036083, 0.033979, 0.035213]","[0.043756, 0.041735, 0.042197, 0.040176, 0.041088, 0.041076, 0.042092, 0.041931, 0.040926, 0.040917, 0.038554, 0.037367]","[0.069758, 0.066756, 0.069249, 0.066258, 0.066525, 0.066265, 0.069665, 0.06828, 0.067071, 0.065516, 0.063772, 0.064454]","[0.027881, 0.025796, 0.0254, 0.024613, 0.024501, 0.025004, 0.025867, 0.025015, 0.024596, 0.02369, 0.023914, 0.023252]"
CM5268,GQI,fa0,"[0.030674, 0.029957, 0.030999, 0.029925, 0.031909, 0.030065, 0.028446, 0.028778, 0.029257, 0.028285, 0.029646, 0.02891]","[0.066067, 0.063727, 0.067227, 0.064281, 0.069231, 0.065929, 0.061779, 0.063129, 0.063258, 0.061207, 0.063875, 0.062665]","[0.035854, 0.037297, 0.038413, 0.035577, 0.043231, 0.038877, 0.031371, 0.034118, 0.0346, 0.033264, 0.033202, 0.032898]","[0.038663, 0.039511, 0.040216, 0.037059, 0.042445, 0.039357, 0.035801, 0.03639, 0.037573, 0.035537, 0.036755, 0.036525]","[0.056594, 0.053566, 0.056484, 0.055944, 0.056911, 0.055453, 0.052937, 0.052768, 0.054438, 0.051982, 0.054785, 0.053066]","[0.023816, 0.023504, 0.02497, 0.023178, 0.027188, 0.024422, 0.022537, 0.023601, 0.022678, 0.023007, 0.02392, 0.023267]"
CKA6605,GQI,fa0,"[0.020769, 0.021025, 0.019844, 0.021501, 0.020756, 0.021513, 0.018512, 0.018936, 0.020372, 0.018644, 0.018226, 0.020052]","[0.045973, 0.046009, 0.043089, 0.047512, 0.046247, 0.047492, 0.040127, 0.040835, 0.044304, 0.040692, 0.040337, 0.043583]","[0.022516, 0.023568, 0.022283, 0.02408, 0.02365, 0.022864, 0.020746, 0.020316, 0.021625, 0.019166, 0.020061, 0.021134]","[0.02486, 0.025185, 0.023892, 0.026655, 0.025905, 0.025266, 0.022212, 0.021684, 0.0232, 0.020975, 0.022433, 0.024316]","[0.041753, 0.042042, 0.038895, 0.04208, 0.042611, 0.043729, 0.036013, 0.036699, 0.039938, 0.036564, 0.036993, 0.039867]","[0.016068, 0.015224, 0.01446, 0.016717, 0.015697, 0.016289, 0.013255, 0.013782, 0.015213, 0.014284, 0.013304, 0.014053]"
EP5270,GQI,fa0,"[0.029788, 0.028812, 0.02849, 0.029685, 0.028879, 0.028629, 0.026162, 0.027582, 0.02705, 0.028136, 0.027539, 0.026556]","[0.063069, 0.061472, 0.06082, 0.063435, 0.061523, 0.061346, 0.056338, 0.058884, 0.057525, 0.060068, 0.058034, 0.056704]","[0.034351, 0.034462, 0.032979, 0.035632, 0.033293, 0.033643, 0.030441, 0.032628, 0.031451, 0.032664, 0.031697, 0.031348]","[0.042461, 0.040827, 0.038103, 0.04029, 0.039585, 0.040077, 0.036333, 0.038284, 0.038604, 0.038627, 0.038666, 0.038208]","[0.053178, 0.052013, 0.050618, 0.052748, 0.051623, 0.051989, 0.047638, 0.049653, 0.048896, 0.051942, 0.049515, 0.048049]","[0.021199, 0.020386, 0.020491, 0.021431, 0.020303, 0.020812, 0.018794, 0.01938, 0.018731, 0.019604, 0.020135, 0.018768]"
AG6470,MPALMRI,rtop,"[-105689114808.31978, -106381191378.4667, -106459857431.61876, -106341413568.0244, -106607463362.76994, -106290916158.75563, -105763387728.41339, -105373931441.33963, -104791078216.25267, -104527075844.82736, -104642723371.26602, -104589662945.09142]","[-88787342462.90257, -89000938618.04439, -89352822043.82175, -89190038108.56566, -89478763273.58623, -89111977625.60521, -88667331886.07462, -88512911951.17096, -87970838241.78386, -87745624086.27821, -87823812971.70409, -87735182288.32045]","[-110822103492.5543, -111551134608.77902, -111917772263.07117, -111119826207.64044, -111423139717.2734, -111108255575.25093, -111243359266.51686, -111032105197.78278, -110941361600.7191, -110937293674.42697, -110907437470.20224, -111195072979.89513]","[-106099124802.00697, -108191368880.61324, -109873263833.64459, -109026377842.17421, -110698582001.72823, -108328537983.554, -112520667449.9791, -109232013454.71777, -109936874570.92683, -110144516081.72823, -108691072974.04878, -108767390159.83275]","[-104601682421.55103, -105339059782.15744, -106026447839.16035, -104794467611.61516, -106474763075.91837, -105099879271.74344, -104972591462.25073, -103729670854.53061, -102845483634.93878, -102383544851.40524, -102502804608.37318, -103103199345.44606]","[-113280516796.96495, -114120669112.21443, -113776490179.29897, -113601279463.71959, -114334077544.51134, -113195018506.02887, -113877698657.12164, -112966950388.38763, -112190893615.50516, -111567833573.60825, -112138068018.67216, -111667382419.79381]"
AM5508,MPALMRI,rtop,"[-103543446572.30487, -103876775322.06622, -103792610064.56934, -103991322349.45822, -103711863731.51306, -103668789713.19792, -104698075739.90744, -104573769001.53928, -104880327129.47313, -104688671234.12088, -104216575123.7092, -104715819015.58263]","[-86573838682.45755, -86473930005.1591, -86973782170.5595, -86789608285.14691, -86606365852.53746, -86247210690.41391, -87202456647.44994, -86940694669.92822, -87180233203.35138, -87015325983.04897, -86921720717.7634, -86915052376.84395]","[-112977754794.66667, -113333431706.36703, -114132389826.6367, -113413453310.0824, -114017705953.31836, -113627668556.70412, -114289098813.3633, -114143784346.36703, -115338273289.58801, -114118830195.05618, -113461632763.206, -114059514776.44943]","[-97294768862.99652, -97476273926.2439, -98396614841.5331, -97091656186.64809, -98061923431.47038, -96953067041.89548, -98189019742.55052, -98402036546.89896, -99117279324.76656, -98179177040.27875, -98569050019.23344, -98572413334.74565]","[-96690897218.42566, -97034431532.78134, -97907901616.13994, -97638036196.38484, -97478155016.20992, -97066603678.2274, -98836636412.26822, -97943142555.24199, -98998851548.17493, -98174196147.87172, -99824335080.86298, -98758687161.84256]","[-117578624069.67422, -118401634422.23505, -118365987981.4598, -118885897450.35876, -117192753472.9237, -117231512899.03505, -118483012981.70721, -118716129195.54639, -119762419695.10928, -118859927518.21855, -119579855206.92784, -120593664983.88454]"
KS5471,MPALMRI,rtop,"[-110919959880.74066, -111942413788.95474, -112092891562.4796, -111917976975.94417, -112173843620.65562, -111527780654.55432, -112347157340.84589, -111994836880.34769, -112110852194.20628, -112193202622.21883, -111796728893.68954, -111855058035.95413]","[-90863742859.0567, -91299551741.55356, -91380206707.3644, -91533486165.15694, -91718664550.95001, -91356620183.2195, -91477935622.47179, -91325220040.53868, -91239713994.89838, -91340827013.97296, -91018808344.32559, -91114533699.39856]","[-117750086115.23596, -119368446013.3633, -119011859191.37079, -118235912843.98502, -118078140799.5206, -118176873974.41199, -118316340657.37828, -118736691092.61423, -118154275207.19101, -118540545342.3221, -117598200452.3146, -117160206918.95131]","[-121664146128.72473, -125364902908.43205, -127800882479.27527, -126719009881.19861, -128520376448.446, -125813389047.97212, -126798051977.36586, -125713625330.62021, -127672087997.99303, -125072604242.06271, -127071806381.93729, -126840823522.56445]","[-108735403034.8688, -107958677551.76677, -109938420112.04665, -110814658751.06706, -112476491752.11662, -112081479614.3207, -110400652219.33528, -109693104474.30904, -109822564859.52187, -107744170843.80174, -109422614772.80467, -109063974243.2653]","[-125705934886.00412, -127895169323.8103, -126413271487.60413, -127820505189.34433, -128333895211.28247, -126529361637.08041, -128623190691.62886, -126813937326.18556, -126769515606.56494, -127893604938.95258, -127008768016.89072, -128183675652.75052]"
PER5474,MPALMRI,rtop,"[-108066520983.615, -108022533024.38945, -108686729889.92194, -109050848309.87419, -108378640023.89865, -108718505529.13246, -108760563333.28156, -108517351177.61717, -108526241858.38177, -107779953081.56415, -108099813724.17021, -108453735034.664]","[-89857596259.04613, -89817876305.59138, -90175126182.40997, -90236422811.99959, -89964794553.07927, -90116833426.717, -90013257255.3686, -89784392663.226, -89632398321.59897, -89252320806.04996, -89472167289.02939, -89617205235.99336]","[-114324160619.38577, -113954092296.62921, -115018006727.43071, -114886379205.5131, -114307272888.08989, -114187454011.4457, -114326186221.78278, -113776785553.73782, -113513275576.08989, -112446311542.89139, -113618506786.51686, -113468843809.55806]","[-107471872371.06621, -106933416150.07666, -107900476012.8223, -108203435953.50523, -108028959369.36586, -107487105209.5331, -109066152628.18118, -108631648691.2892, -108145945610.70383, -107151793833.47736, -108214957616.16725, -109753171140.23694]","[-99186789599.90671, -99910173304.90962, -99952109538.14577, -101224103004.54811, -100005914689.6793, -99817100171.56851, -100527141293.90088, -100486210777.93587, -99755680603.80174, -99119143658.35568, -99690718306.51895, -100784823054.18076]","[-114035902983.3897, -114651221061.67422, -114717297463.42268, -115743988898.5732, -114215893283.36494, -115395294847.73608, -114643693914.2598, -115341985247.27423, -115272954573.85567, -114125938890.68866, -114132807570.21031, -115145940350.15257]"
CM5268,MPALMRI,rtop,"[-105857495110.16557, -105582479214.69698, -105216491416.21843, -105743728147.97572, -104967683275.82251, -105349761061.71794, -106364148981.15533, -105546759876.08223, -105523535028.69176, -105634040315.39787, -105554195178.35573, -105627648706.79094]","[-88097942874.49226, -88130974587.68402, -87682503202.33691, -87999253675.59782, -88070358105.33844, -87768090196.54967, -88268968425.14922, -87573783914.52425, -87788386071.29323, -87861405893.58908, -87719208508.95279, -87565394339.19144]","[-112187818183.43071, -110453246327.85019, -110717546710.77153, -111949673859.3558, -110128897465.04869, -110622826112.4794, -113625558334.3221, -111674504517.99251, -111735307198.8015, -111419460573.48314, -112044137759.64044, -111680492900.67416]","[-114339698081.44948, -113853878057.92334, -112837991134.99652, -115189602639.38676, -112619082941.10104, -113423818866.17421, -118831167166.88503, -116882343886.04878, -117501355097.19861, -117015289941.63066, -117013995148.93379, -117560116655.72125]","[-104707825687.88338, -105985861781.27113, -104459654397.76094, -104939893130.0758, -105424686626.33237, -104640915688.86298, -105675999632.04665, -104315979328.18658, -105880542694.6239, -105137957873.07289, -105031566195.68513, -105443642663.55685]","[-112437385591.81856, -110977077763.167, -110489687156.12372, -111722000764.04124, -107933292565.1134, -110561452150.23505, -113436134486.56494, -111173984914.73814, -112983243617.64949, -112600519441.41856, -112884377055.27423, -112460993145.40207]"
CKA6605,MPALMRI,rtop,"[-111117425079.78111, -111020661699.58861, -111465359631.1052, -110178000849.02994, -110846297987.68245, -111541239699.27, -110972213279.94275, -111544712266.65884, -111267698721.88158, -111237430004.43086, -111309708320.63533, -111467178768.26886]","[-89848477711.51147, -90324852594.27998, -90753093467.96706, -89548240028.53746, -89796467670.9614, -90186734393.26578, -90085946715.72415, -90238695014.03911, -89719002481.02206, -89655584569.40459, -89693372885.75119, -89865921560.27354]","[-113527208741.39326, -113566520492.58427, -113779643288.44943, -112259273003.14607, -112868168707.8352, -113850288396.46442, -113578509101.06367, -114174401010.57678, -113849753063.07117, -114372021397.57303, -114031934997.09363, -113882897910.41199]","[-111210748753.17073, -110402465406.66202, -111877457070.82927, -108577942538.70383, -108447433788.65506, -111248045473.44948, -109746187360.33449, -111839243731.4007, -113456939436.1533, -114532654790.0209, -109949093381.35191, -109971006667.37282]","[-104383309835.9417, -106651123938.89214, -107152672582.9038, -105919132901.87755, -104191840399.3003, -105095471587.63849, -106107534894.27405, -105959150093.4344, -104676677172.2449, -104383574117.50438, -104290465248.65306, -104990248416.65306]","[-120490947674.78763, -123294383393.2536, -123942764265.30309, -120832026653.55876, -119144199993.53403, -121690507918.51546, -121975510182.79588, -122302458713.20412, -121160734116.15671, -120575407659.28247, -121687134942.7464, -122032345045.7732]"
EP5270,MPALMRI,rtop,"[-105179392641.32509, -105052289098.80148, -105234114475.73524, -104976052894.78471, -105404929485.91338, -105039023427.91519, -105640223651.72281, -105360358965.57388, -105490708597.47066, -105240821214.71152, -104786031465.33846, -104741085974.68782]","[-88700552462.08005, -88669318124.18558, -88780846942.08383, -88621534170.55733, -88983004529.3257, -88620342728.1483, -88768938078.38748, -88682168278.08086, -88775008950.85838, -88575962717.08618, -88261904803.26083, -88155496457.99397]","[-112204764240.53932, -112266922651.32584, -112784911448.20973, -112247772409.28839, -112754089539.1161, -112558774632.50937, -113257585706.18727, -112861959233.1985, -112693543847.79027, -112421626423.61049, -112089683469.42322, -111901311896.44943]","[-104492671489.78397, -105712472991.66551, -106709472930.34146, -106490792599.63763, -106412032799.21951, -105637745853.10104, -107454387417.64459, -107618357604.79442, -107760810661.90941, -107591760749.71428, -106180981406.77351, -106087750195.7352]","[-101371392752.32654, -102128996704.27988, -101307352532.71136, -102543679422.3207, -102273986482.37901, -101305429012.89796, -102383722346.72887, -103114756519.93002, -102787576327.46356, -101453017093.97084, -101458790531.3586, -101960833901.71428]","[-116517094085.41031, -116975399376.49484, -116561988762.12784, -115610209704.37938, -116931351296.52783, -115298496723.13402, -116964674545.22061, -116962865075.99174, -116085402119.3897, -114993953751.88454, -114022995364.15671, -116244487482.58969]"
MB5330,NODDIWM,ISOVF,"[0.125165, 0.124713, 0.12239, 0.123815, 0.118872, 0.12514, 0.125467, 0.120244, 0.120473, 0.122358, 0.12086, 0.117874]","[0.058801, 0.060733, 0.059457, 0.062195, 0.06128, 0.061954, 0.056883, 0.056077, 0.055451, 0.058321, 0.059186, 0.055203]","[0.07539, 0.071509, 0.068144, 0.073185, 0.069346, 0.074027, 0.075522, 0.069261, 0.071721, 0.070148, 0.06704, 0.068319]","[0.173003, 0.161787, 0.147002, 0.140786, 0.131667, 0.151755, 0.16427, 0.16249, 0.151752, 0.162503, 0.138997, 0.124811]","[0.123785, 0.12153, 0.130356, 0.129177, 0.12122, 0.134458, 0.129166, 0.132671, 0.11071, 0.115046, 0.115254, 0.128204]","[0.199894, 0.205652, 0.190524, 0.195959, 0.179526, 0.205273, 0.185879, 0.183143, 0.178836, 0.188204, 0.169615, 0.182035]"
AG6470,NODDIWM,ISOVF,"[0.111911, 0.113474, 0.115642, 0.114905, 0.115183, 0.113855, 0.11635, 0.111543, 0.112259, 0.110996, 0.110756, 0.110031]","[0.059681, 0.06003, 0.060199, 0.061904, 0.059931, 0.06135, 0.059322, 0.059101, 0.059324, 0.057992, 0.05744, 0.056841]","[0.057471, 0.058519, 0.056675, 0.057886, 0.055465, 0.056371, 0.05841, 0.058441, 0.058434, 0.057269, 0.061717, 0.064201]","[0.108234, 0.118431, 0.139309, 0.126038, 0.140594, 0.124246, 0.155769, 0.134137, 0.136827, 0.13846, 0.13496, 0.136079]","[0.105769, 0.109689, 0.115622, 0.11038, 0.115693, 0.107613, 0.110917, 0.10459, 0.104879, 0.102658, 0.103253, 0.104509]","[0.168697, 0.173539, 0.159475, 0.161214, 0.163695, 0.161707, 0.176949, 0.167677, 0.161817, 0.157828, 0.158512, 0.157193]"
AM5508,NODDIWM,ISOVF,"[0.080796, 0.082624, 0.084732, 0.082942, 0.085915, 0.084873, 0.085703, 0.087885, 0.08904, 0.087635, 0.084021, 0.084343]","[0.052548, 0.054452, 0.053856, 0.054807, 0.055392, 0.058899, 0.055301, 0.055926, 0.055206, 0.057068, 0.046244, 0.053293]","[0.064946, 0.072006, 0.074227, 0.073704, 0.078956, 0.082047, 0.071117, 0.072713, 0.071467, 0.071225, 0.064917, 0.074635]","[0.030168, 0.029962, 0.032869, 0.035227, 0.032155, 0.031195, 0.034799, 0.038021, 0.046257, 0.035693, 0.03731, 0.038988]","[0.06574, 0.073663, 0.084684, 0.07631, 0.083167, 0.079114, 0.084024, 0.078632, 0.091546, 0.080128, 0.081685, 0.084845]","[0.165707, 0.179198, 0.184626, 0.183116, 0.181713, 0.186525, 0.188373, 0.193844, 0.196576, 0.193269, 0.179317, 0.194155]"
AA5325,NODDIWM,ISOVF,"[0.111603, 0.112879, 0.110669, 0.112346, 0.110733, 0.112594, 0.118492, 0.117014, 0.120239, 0.115998, 0.120655, 0.124456]","[0.062717, 0.059652, 0.06219, 0.064591, 0.060293, 0.061138, 0.063655, 0.067306, 0.069001, 0.073458, 0.064777, 0.064322]","[0.044622, 0.044738, 0.040167, 0.04597, 0.047394, 0.049034, 0.063038, 0.059295, 0.062874, 0.064691, 0.064142, 0.067021]","[0.149052, 0.152211, 0.136887, 0.142096, 0.131869, 0.146234, 0.130555, 0.122841, 0.13566, 0.115953, 0.143578, 0.150787]","[0.077929, 0.079796, 0.070023, 0.077631, 0.06811, 0.07861, 0.084623, 0.077918, 0.088733, 0.080574, 0.086761, 0.09052]","[0.230525, 0.239877, 0.206311, 0.2272, 0.194301, 0.222618, 0.214988, 0.201893, 0.220775, 0.200471, 0.217804, 0.23872]"
CKA6605,NODDIWM,ISOVF,"[0.14568, 0.140622, 0.142387, 0.130308, 0.143122, 0.150711, 0.139124, 0.142812, 0.141387, 0.143383, 0.140428, 0.15199]","[0.068281, 0.07045, 0.070223, 0.060817, 0.068729, 0.070572, 0.064765, 0.065403, 0.063135, 0.064257, 0.062729, 0.072462]","[0.062799, 0.06112, 0.061399, 0.061969, 0.069776, 0.066691, 0.064901, 0.067265, 0.065494, 0.067045, 0.068626, 0.077973]","[0.131631, 0.130994, 0.144957, 0.122409, 0.123786, 0.141586, 0.13604, 0.151754, 0.16161, 0.171172, 0.13309, 0.148617]","[0.105248, 0.120465, 0.126247, 0.114024, 0.10509, 0.115989, 0.11423, 0.112999, 0.110804, 0.110387, 0.11831, 0.112839]","[0.223775, 0.240118, 0.244159, 0.211662, 0.211421, 0.234882, 0.220757, 0.220568, 0.215338, 0.220249, 0.216427, 0.250088]"
EP5270,NODDIWM,ISOVF,"[0.089706, 0.090601, 0.087795, 0.085591, 0.088534, 0.087424, 0.088696, 0.088073, 0.088634, 0.089077, 0.082923, 0.084961]","[0.065153, 0.065811, 0.063708, 0.064208, 0.064026, 0.065244, 0.061282, 0.061876, 0.060607, 0.062362, 0.057486, 0.059104]","[0.063426, 0.064033, 0.051485, 0.050182, 0.053634, 0.055194, 0.056882, 0.058446, 0.057107, 0.059701, 0.058459, 0.061809]","[0.09467, 0.107177, 0.117497, 0.113622, 0.118421, 0.113464, 0.109915, 0.114943, 0.118633, 0.114224, 0.109433, 0.105613]","[0.110296, 0.11546, 0.108256, 0.113582, 0.110545, 0.108615, 0.106595, 0.115314, 0.115275, 0.109973, 0.10804, 0.11034]","[0.190007, 0.195532, 0.178964, 0.182104, 0.188355, 0.185016, 0.177781, 0.183529, 0.172219, 0.170881, 0.158176, 0.165301]"
